index,num,title,text,catalogue_id
1,1,- Mer houleuse.,"## 1 - Mer houleuse.

Au centre, deux navires de guerre, suivis de deux bateaux toutes voiles dehors, filent vers la droite.

Au premier plan, sur la jetée, un homme drapé dans un manteau : une femme assise, ayant posé auprès d'elle une corbeille, cause avec un jeune garçon.

Ciel nuageux. Dans le fond, on aperçoit les dunes.

Toile. Haut., , 2 cent.; larg., 90 cent.
## BACKUYSEN

(LUDOLF)",BO0624_83627
2,2,— Le Naufrage.,"## 2 — Le Naufrage.

Un navire, les mâts brisés, est échoué sur la plage, de nombreux matelots s'occupent au déchargement; au premier plan, à droite, deux voyageurs transportent une valise; un homme, portant une perche et des cordages, se dirige vers la plage; à droite, deux gentilshommes drapés dans leur manteau.

Au second plan, de nombreux personnages chargent des voitures, roulent des tonneaux ou portent des paquets.

Ce tableau provient des collections Delafield et Lapérière.

Toile. Haut., 51 cent.; larg., 67 cent.
## BACKUYSEN•

LUDOLY)",BO0624_83627
3,3,- Marine.,"3 - Marine.

Au premier plan, à droite, un monticule et, auprès d'un pieu enfoncé dans le sol, deux personnages dont l'un, assis, dessine un bateau de pêcheurs qui est au centre secoué par les vagues; à gauche un second bateau, dont le vent gonfle les voiles, file vers le fond. De gros nuages s'amoncellent dans le ciel faisant présager l'orage.

Signé du monogramme. Collection Delafield.

Exposé à Manchester, en 1857.

Toile. Haut., 48 cent.;)larg., 6g cent.

## BACKUYSEN

(LUDOLF)",BO0624_83627
4,4,-- Le Chantier d'Amsterdam.,"## 4 -- Le Chantier d'Amsterdam.

Plusieurs navires de guerre sont en rade; sur le devant, une dame et un seigneur montés dans un bateau, vont faire une promenade en mercar les bateliers hissent les voiles; un bateau chargé de villageois passe près d'eux; dans le fond, les bâtiments dépendant du chantier où se trouvent plusieurs navires en construction.

Toile. Haut., 48 cent.; larg., 69 cent.
## BERGEN

(DIRK VAN)

Ne a Harlem. - Mort vers 1000.",BO0624_83627
5,5,- Animaux dans un paysage.,"## 5 - Animaux dans un paysage.

Au premier plan, un berger assis sur un tronc d'arbre coupé, ayant à sa droite son chien; près de lui, trois vaches, une chèvre et un mouton; à gauche, un cheval piaffant dans un cours d'eau; au second plan, un coteau boisé.

Charmant tableau de l'artiste, digne du pinceau d'Adrien Van de Velde.

Signé du monogramme.

Toile Haut., 36 cent.; larg., 47 cent.
## BORDONE

PARIS)

Né à Trévise en 1500. - Mort à Venise en 1570.",BO0624_83627
6,6,- Portrait d'homme. - 1793. - Venise.,"## 6 - Portrait d'homme.

De grandeur naturelle, vu jusqu'aux genoux, assis devant son bureau, il tient une lettre et a la main gauche appuyée sur un volume; la tête presque de face, coiffé d'une toque, il porte barbe et moustaches; vêtement noir doublé de four- rures.

Dans le fond, une niche cintrée, colonne sur la gauche et grand rideau vert sur la droite.

Reproduction avec variantes d'un portrait qui est au musée du Louvre.

Collection du cardinal Fesch.

Toile. Haut., 1 m. 45 cent.; larg., 1 m. 23 cent.
## GUARDI

FRANCESCO 1712. - 1793. - Venise.",BO0624_83627
7,7,"- Monuments en ruine, au bord de la mer. - 1695. - Utrecht.","## 7 - Monuments en ruine, au bord de la mer.

Sur le devant, des piédestaux surmontés de colonnes brisées; au second plan, une arcade en ruine; deux pêcheurs, l'un tenant une perche, l'autre portant un panier.

Vers le fond, un temple en partie caché par un pont.

Toile. Haut., 38 cent.; larg., 3o cent.

## HONDEKOETER

(MELCHIOR) 1636. - 1695. - Utrecht.",BO0624_83627
8,8,-- Des Canards. - 1749. - Amsterdam.,"## 8 -- Des Canards.

Des canards et leurs petits prennent leurs ébats dans une mare, au-dessus un sansonnet effrayé fuit vers la gauche.

Toile. Haut., 79 cent.; larg., 63 cent.
## HUYSUM

(JAN VAN 1682. - 1749. - Amsterdam.",BO0624_83627
9,9,— Vase de fleurs.,"9 — Vase de fleurs.

Des roses, des oreilles d'ours, des jacinthes, des fleurs de pavot, des iris, des tulipes, etc., etc., dans un vase, orné de bas-reliefs et posé sur une console de marbre, au pied duquel est un nid d'oiseaux et des grappes de raisins avec leur cep.

Superbe tableau, de la plus belle qualité du maltre.

Signé en toutes lettres et daté 1732.

Collection Stévens.

Toile. Haut., 88 cent.; larg.. 72 cent.
## HUYSUM

(JAN VAN)",BO0624_83627
10,10,- Vase de fleurs.,"10 - Vase de fleurs.

Des roses de différentes couleurs, des tulipes, un œillet, des fleurs de pavot, une branche de roses trémières, un iris et autres fleurs dans un vase en terre cuite, orné de bas-reliefs, posé sur un socle de marbre où se trouve une grappe de raisins blancs.

Très beau tableau. Signé en toutes lettres. Collections Yates (1842) et Delessert.

Toile. Haut., 88 cent.; larg., 78 cent.

## MUSSCHER

(MICHEL VAN) 1645. - 1705. - Rotterdam.

DEUX PENDANTS

- II - Portrait de jeune femme. Assise, vue

à mi-jambes.

Portrait d'homme. Assis devant une table et tenant un livre.

Toiles. Haut., 55 cent.; larg., 46 cent.
## MYTENS

(JEAN)",BO0624_83627
11,1612,- I671. - La Haye.,1612. - I671. - La Haye.,BO0624_83627
12,12,- Portraits d'une famille hollandaise.,"## 12 - Portraits d'une famille hollandaise.

Dans un paysage, au pied de quelques rochers couverts d'arbustes, le père est assis au centre, ayant à sa droite son fils aîné debout, à sa gauche, sa femme assise, tenant son plus jeune enfant sur ses genoux; derrière eux, une jeune femme, vêtue d'une robe bleue, fait un bouquet avec des fleurs que lui présente une petite fillette; à gauche, un petit garçon tenant un lapin. Des anges voltigent au-dessus d'eux.

Toile. Haut., I m. 35 cent.; larg. 1 m. 84 cent.
## NEER

(AART VAN DER)",BO0624_83627
13,1513,ou 1619. - 1684. - Amsterdam.,1513 ou 1619. - 1684. - Amsterdam.,BO0624_83627
14,I3,Paysage au soleil couchant.,"## I3 Paysage au soleil couchant.

Site marécageux. Au centre, un îlot; au bord, poussent des joncs; à droite, deux pêcheurs, l'un tenant une ligne, l'autre monté dans un canot; à gauche, trois vaches, au milieu, des oies. Au second plan, un moulin se détachant sur un ciel doré et brillant; sur les côtés, des arbres et quelques maisons. Au fond, le clocher d'une église.

•Superbe tableau de la plus belle qualité, vi- goureux, chaud et brillant.

Bois. Haut., 39 cent.; larg., 58 cent.
## PALMEGIANO

(MARCO )",BO0624_83627
15,1540,? - Forli.,1540? - Forli.,BO0624_83627
16,14,- La Vierge et l'Enfant. - 1524. - Citta della Pieve.,"## 14 - La Vierge et l'Enfant.

La Vierge, vue en pied, assise sur un trône, vêtue d'une robe rouge et d'un grand manteau bleu, un voile blanc sur la tête, tient dans ses bras l'Enfant Jésus.

Belle peinture du maître, portant sur un cartouche la signature et la date 1515.

Bois. Haut., I m. 21 cent.; larg., 8i cent.
## PERUGIN - -

(PIETRO VÁNNUCCI, DIT LE) 1446. - 1524. - Citta della Pieve.",BO0624_83627
17,15,- La Vierge et l'Enfant Jésus.,"## 15 - La Vierge et l'Enfant Jésus.

La Vierge, assise sur un banc de pierre orné d'un bas-relief au dossier, la figure de trois quarts tournée vers la droite, un voile rose noué autour de la tête, vêtue d'une robe rouge en partie cachée par un manteau bleu, tient l'enfant Jésus assis sur un coussin posé sur ses ge- noux.

Ce tableau provient de la collection Gherardi de Florence où il fut acquis en 1836, par le prince Demidoff, et fit depuis cette époque par- tie de la collection de San-Donato.

Bois. Haut., 78 cent.; larg., 55 cent.
## POURBUS

(FRANS, LE JEUNE)

Né à Anvers, en 1570. - Mort à Paris en 1622.",BO0624_83627
18,I6,— Portrait d'une dame hollandaise.,"## I6 — Portrait d'une dame hollandaise.

Elle est debout, vue jusqu'aux genoux, de face, coiffée d'une cornette, collerette tuyautée, robe noire et pardessus garni de fourrures; elle tient ses gants, la main droite appuyée sur l'angle d'une table couverte d'un tapis vert.

Daté 1591.

Collection Pommersfelden.

Bois. Haut., 1 m.; larg., 74 cent.

## PYNACKER

(ADAM)",BO0624_83627
19,1621,- 1673. - Delft.,1621. - 1673. - Delft.,BO0624_83627
20,17,- Paysage. - Soleil couchant.,"## 17 - Paysage. - Soleil couchant.

De grands arbres s'élèvent épars au milieu d'un site accidenté; au premier plan, auprès d'un vieux bouleau à demi renversé, du gibier sous la garde d'un chien; à gauche, des plantes à larges feuilles; au second plan, des terrains mon- tueux; dans la pénombre, on aperçoit des cavaliers poursuivant un cerf; vers le fond, des coteaux noyés dans une vapeur dorée.

Beau tableau du maître.

Provenant de la collection Delessert.

Toile. Haut., 81 cent.; larg., 71 cent.
## RUBENS

(PETER - PAUL )

Né à Siegen en 1577. — Mort à Anvers en 1640.",BO0624_83627
21,18,- Portrait de jeune homme.,"## 18 - Portrait de jeune homme.

Vu jusqu'à la ceinture, tête nue. de trois quarts tourné vers la gauche, habit jaunâtre, collerette bordée de guipure, manteau posé sur l'épaule Collection du duc de Morny.

Bois. Haut., 64 cent.; larg., 53 cent.

## RUBENS

(ATTRIBUÉ A P.-P.)",BO0624_83627
22,I9,— Vulcain remettant à Thétis des armes pour Achille.,"I9 — Vulcain remettant à Thétis des armes pour Achille.

Esquisse pour une tapisserie, avec encadrement.

Bois. Haut., 44 cent.; larg., 52 cent.
## RUYSDAEL

(JAKOB)",BO0624_83627
23,1625,• - 1682? - Harlem.:,1625• - 1682? - Harlem.:,BO0624_83627
24,20,- Paysage.,"20 - Paysage.

Un cours,d'eau au pied d'une colline boisée et verdoyante surmontée d'un château, en partie caché par de grands arbres.

Au centre, un chemin; à droite, une maison en pans de bois, sur la porte de laquelle est une femme; un jeune garçon et un chien se dirigent vers elle.

Superbe tableau du maitre.

Signé du monogramme,

-Toile. Haut., 5g cent.; larg., 74 cent.
## SASSO-FERRATO

(GIOVANNI SALVI DA

Né à Sassoferrato en 1605. — Mort à Rome en 1685.",BO0624_83627
25,21,— Le Sommeil de l'Enfant Jésus. - 1657. - Anvers.,"## 21 — Le Sommeil de l'Enfant Jésus.

La Vierge, vue à mi-corps, un voile sur la tête, les mains jointes, regarde l'enfant qui dort étendu sur un lit de repos.

Toile ovale. Haut., 37 cent.; larg., 43 cent.

## SNYDERS

(FRANÇOIS) 1579. - 1657. - Anvers.",BO0624_83627
26,22,- Les Lions.,"## 22 - Les Lions.

Dans un paysage, deux lions de grandeur naturelle, accouplés, marchent, vers la gauche, sur un terrain inégal, se détachant sur un ciel nuageux.

Superbe peinture qui a été regardée par plusieurs connaisseurs comme étant l'œuvre de Rubens et qui du reste paraît être le modèle d'après lequel Snyders aurait peint les deux lions qui se trouvent dans le Rubens du musée du Louvre, représentant le Triomphe de la religion.

Toile. Haut., 1 m. 19 cent.; larg., 1 m. 82 cent.
## STEEN

(JAN VAN)

Né à Leyde en 1636. - Mort à Delft en 1680.",BO0624_83627
27,23,— La Prédication de saint Jean.,"## 23 — La Prédication de saint Jean.

Dans un site sauvage, entouré de rochers, saint Jean est debout au milieu d'une foule recueillie; à ses pieds, des paysans en adoration; à gauche, une femme tenant un enfant dans ses bras; à droite, une jeune princesse vêtue de blanc, ayant près d'elle un guerrier coiffé d'un turban; sur le devant, un soldat à cheval tenant une bannière, une femme assise ayant un enfant sur ses genoux, etc.

Au centre, par une ouverture formée entre les rochers, on aperçoit un paysage lointain.

Ce tableau, dans lequel Jan Hackaert a peint le paysage, faisait pendant à une autre composition représentant Moïse frappant le rocher; ils figuraient tous deux dans les collections Rotham et du comte Robiano. Le Moïse fut acquis plus tard par le prince Demidoff et se trouva compris dans la célèbre vente des vingt-trois tableaux qui se fit en 1868.

La prédication de saint Jean ayant pris une autre direction, passa en 1840 dans la collection velo, et enfin dans la collection de Thomas Em-

Malée, de Bruxelles, puis dans celle de M. Gomerson.

Décrit dans le catalogue raisonné de Smith, tome II, page 33, n° 102.

Toile. Haut , 1 m. 07 cent.; larg., 1 m. 13 cent.
STEEN

(JAN VAN)",BO0624_83627
28,24,-- La Sortie du cabaret.,"24 -- La Sortie du cabaret.

Au centre, un bon villageois, dans un état qui montre le séjour qu'il a dû faire au cabaret, est entrainé par deux femmes et deux joyeux convives qui le font rentrer gaiement au logis; dans le fond, d'autres personnages et le clocher d'une église,

Bois. Haut., 26 cent.; larg., 35 cent.
## TENIERS

(DAVID, LE JEUNE)

Né à Anvers en 1610. - Mort à Perk en 1694•",BO0624_83627
