index,num,title,text,catalogue_id
1,1,Die Versteigerung geschieht gegen sofortige Zahlung in Deutscher Reichswährung.,1. Die Versteigerung geschieht gegen sofortige Zahlung in Deutscher Reichswährung.,BO0624_87738
2,2,"Diejenigen Käufer, welche am folgenden Tage zu zahlen wünschen, müssen eine an-","2. Diejenigen Käufer, welche am folgenden Tage zu zahlen wünschen, müssen eine an-",BO0624_87738
3,3,Die Übernahme erfolgt sogleich mit dem Zuschlage.,3. Die Übernahme erfolgt sogleich mit dem Zuschlage.,BO0624_87738
4,4,gemessene Summe vor der Versteigerung deponieren.,4. gemessene Summe vor der Versteigerung deponieren.,BO0624_87738
5,3,"Die Gegenstände werden in dem Zustande versteigert, in welchem sie sich befinden, und kann nach erfolgtem Zuschlag keinerlei Reklamation berücksichtigt werden. Die im Katalog enthaltenen Angaben und Beschreibungen der zum Verkauf gestellten Gegenstände werden nicht gewährleistet.","3. Die Gegenstände werden in dem Zustande versteigert, in welchem sie sich befinden, und kann nach erfolgtem Zuschlag keinerlei Reklamation berücksichtigt werden. Die im Katalog enthaltenen Angaben und Beschreibungen der zum Verkauf gestellten Gegenstände werden nicht gewährleistet.",BO0624_87738
6,6,Angegebene Maße verstehen sich bei Gemälden ohne Rahmen.,6. Angegebene Maße verstehen sich bei Gemälden ohne Rahmen.,BO0624_87738
7,5,"Bei Gegenständen, für welche seitens der Verkäufer Mindestpreise vorgeschrieben sind, wird für deren Rechnung bis zur Höhe dieser Preise mitgeboten.","5. Bei Gegenständen, für welche seitens der Verkäufer Mindestpreise vorgeschrieben sind, wird für deren Rechnung bis zur Höhe dieser Preise mitgeboten.",BO0624_87738
8,8,"Gesteigert wird mindestens um 1 Mk., über 100 um 5 Mk. Von der Reihenfolge wird nur ausnahmsweise abgewichen.","8. Gesteigert wird mindestens um 1 Mk., über 100 um 5 Mk. Von der Reihenfolge wird nur ausnahmsweise abgewichen.",BO0624_87738
9,8,Bei Streitigkeiten über den Zuschlag wird der betreffende Gegenstand noch einmal ausgeboten. Ein Aufschlag zur Kaufsumme wird vom Käufer mit 5 % erhoben.,8. Bei Streitigkeiten über den Zuschlag wird der betreffende Gegenstand noch einmal ausgeboten. 7. Ein Aufschlag zur Kaufsumme wird vom Käufer mit 5 % erhoben.,BO0624_87738
10,9,"Wenn zwei oder mehrere Personen zugleich ein und dasselbe Gebot abgeben,","9. Wenn zwei oder mehrere Personen zugleich ein und dasselbe Gebot abgeben,",BO0624_87738
