index,num,title,text,catalogue_id
1,1460,1530.,1460-1530.,BO0624_81745
2,I,LA NATIVITÉ.,"I. LA NATIVITÉ.

L'enfant Jésus se trouve entre la Vierge et Saint Joseph; à gauche, un berger debout tient dans ses bras un agneau; dans le fond, le bœuf et l'âne réchauffant le divin Enfant. En haut, une fenêtre de laquelle on voit un paysage avec pâturages et l'ange qui annonce aux bergers la nativité de N. S.

Ce tableau provient de la famille Maestri de Milan. Il est remarquable par sa conservation et sa grandeur.

Bois, Haut, 1 m. 78 cent., larg. 1 m. 20 cent.

Planche N. I.",BO0624_81745
3,2,"EPISODES DE LA VIE DES SAINTS: SÉSIN, MARTIN ET ALEXANDRE.","2. EPISODES DE LA VIE DES SAINTS: SÉSIN, MARTIN ET ALEXANDRE.

Tableau en trois compartiments: au milieu, Saint Sésin revêtu des habits de diacre est accosté de Saint Martin et Saint Alexandre en habit de clercs. Saint Sésin, protestant contre l'idolatrie, s'efforce de convertir un vieillard debout devant lui et suivi de quatre personnages, en adoration devant une idole. La statue est posée sur une base, à l'intérieur de laquelle, on voit un grand feu. Fond de paysage.

sacre à diacre Saint Sésin agenouillé devant lui; sept autres personnages assistent à cette cérémonie. Fond d'architecture.

Dans le compartiment à gauche: un Evêque assis, con-

Dans le compartiment à droite: les trois saints a genoux en manches de chemise, ayant la dague à ses côtés est armé

Bois. Haut. 32 cent., larg. 1 m.

dans une forêt, sont surpris par trois hommes armes, dont un d'une lance avec laquelle il blesse dans le dos un des trois saints. Fond de paysage où l'on aperçoit d'autres figures de femmes et de guerriers.

Planche N. II.",BO0624_81745
4,3,"LE DÉPART DES TROIS SAINTS: SÉSIN, MARTIN ET ALEXANDRE.","3. LE DÉPART DES TROIS SAINTS: SÉSIN, MARTIN ET ALEXANDRE.

Les trois saints habillés en pélerins, ayant chacun un bâton, se donnent la main en signe de congé. Dans le paysage, à droite, on voit un château au pied duquel s'écoule un fleuve. Dans un bateau on revoit les mêmes trois saints qui s'éloignent.

bois. Haut. 31 cent., larg. 40 cent

Planche N. III.",BO0624_81745
5,4,"LE MARTYRE DES TROIS SAINTS: SÉSIN, MARTIN ET ALEXANDRE.","4. LE MARTYRE DES TROIS SAINTS: SÉSIN, MARTIN ET ALEXANDRE.

Les trois saints liés aux pieds et attachés ensemble sont traînés avec une corde par plusieurs hommes. Fond de paysage et à gauche une église, où l'on voit une figure debout sur la porte grande ouverte et une autre assise sur les degrés de l'escalier.

Bois. Haut. 31 cent., larg. 46 cen

Planche N. III.",BO0624_81745
6,5,SAINTE CATHERINE MARTYRE.,"5. SAINTE CATHERINE MARTYRE.

La sainte tient dans sa main droite un livre et la palme du martyre et appuie sa gauche sur une roue.

Bois. Haut. 60 cent., larg. 35 cent Planche N. IV.",BO0624_81745
7,6,UNE SAINTE.,"6. UNE SAINTE.

Elle est debout et tient dans la main gauche un livre fermé.

Bois. Haut. 60 cent., larg. 35 cent.",BO0624_81745
8,7,SAINT ALEXANDRE.,"7. SAINT ALEXANDRE.

Le saint revêtu de son armure et ayant un manteau rouge sur les épaules, tient dans la main droite une lance ornée d'un petit drapeau blanc à la croix rouge; la main gauche, appuyée sur la hanche, soutient le pan de son man- teau et porte la palme du martyre.

Bois. Haut. 60 cent., larg. 35 cent. Planche N. V.",BO0624_81745
9,8,SAINT ETIENNE.,"8. SAINT ETIENNE.

Ce saint, en habit de diacre, tient un livre ouvert dans sa main gauche, et la palme du martyre dans la droite.

o1S. Haut. 60 cent. larg. 35 cen lanche N. V

- NB. Les tableaux portant les N. 2, 3, 4, 5, 6, 7 et 8 proviennent du grand Hópital de Milan qui les hérita du comte SANNAZZARO, déjà possesseur d'une collection célèbre où se trouvait le fameux
- tableau de Raphaël que l'on admire aujourd'hui dans la galerie de Brera.

Cette série de peintures formaient le contour d'un autel et furent exécutées par ordre de la noble famille Torriani de Mendrisio.

Planche N. IV.
## 9. LA VIERGE ET L'ENFANT.

Elle est assise et tient l'enfant Jésus sur ses genoux, sa droite, Saint Jean Baptiste et Saint Antoine; à sa gauche, une sainte couronnée d'épines.

Ce tableau provient de la famille Del Pero de Gravedona.

## MONTAGNA

(BARTHÉLEMY)",BO0624_81745
10,1507,IO. LE RÉDEMPTEUR,"1507.

IO. LE RÉDEMPTEUR

vu à mi-corps.

L'inscription qu'on voit dans le bas se croit postérieure: CHRISTUS VIVIFICAT SUAM FIGURAM. MDVII. MONTAGNE CELEBRIS MANUS VENUSTAT. DIE. III. MARGII.

Bois. Haut, 35 cent., larg. 28 cent.

## MORONI

(JEAN BAPTISTE)

Bergamo 1510-1 578.",BO0624_81745
11,II,PORTRAIT D'HOMME.,"II. PORTRAIT D'HOMME.

Vêtu de blanc et coiffé d'un bonnet.

Toile, Haut. 48 cent., larg. 39 cent.
## Ecole Vénitienne

## DA PONTE

(LEANDRO DIT LE BASSANO)",BO0624_81745
12,1558,1623.,1558-1623.,BO0624_81745
13,12,LE CHRIST DÉPOSÉ AU TOMBEAU.,"12. LE CHRIST DÉPOSÉ AU TOMBEAU.

Ce tableau est signé:

LEANDER. A. PONTE. BASS, "" EQUES. F.

Toile. Haut. 52 cent., larg. 31 cent.

## Ecole Lombarde

## INGONNUS

XVI Siècle.",BO0624_81745
14,I3,DÉCAPITATION DE SAINT PAUL.,"- I3. DÉCAPITATION DE SAINT PAUL.

Dans l'auréole du Saint il y a l'inscription suivante: SAN. PAVLVS. APOSTVLVS. et dans le haut du tableau: DECOLATVS. SVB. NERONE.

Dois, maut. 40 cente, larg. 3o cent",BO0624_81745
15,I4,LA VIERGE ET L'ENFANT.,"I4. LA VIERGE ET L'ENFANT.

Bois, Haut. 56 cent., larg, 43 cent.",BO0624_81745
16,I5,DEMI-FIGURE DE SAINT.,"- I5. DEMI-FIGURE DE SAINT.

bois. Haut. 3o cent., larg. 32 cent.",BO0624_81745
17,16,SAINT JÉRÔME ET SAINT MARTIN.,"16. SAINT JÉRÔME ET SAINT MARTIN.

Toile peinte à la détrempe. Haut. 56 cent., larg. 78 cent.",BO0624_81745
18,17,LA VIERGE ET L'ENFANT.,"17. LA VIERGE ET L'ENFANT.

Toile peinte à la détrempe, Haut. 47 cent., larg. 38 cent.",BO0624_81745
19,18,LA MADONE ET JÉSUS-CHRIST.,"18. LA MADONE ET JÉSUS-CHRIST.

Toile peinte à la détrempe. Haut. 34 cent., larg. 41 cent.",BO0624_81745
20,I9,PORTRAIT D'UN DUC DE MILAN.,"- I9. PORTRAIT D'UN DUC DE MILAN.

Fresque. Haut. 43 cent., larg. 43 cent.

## DONATO

(ATTRIBUÉ À LOUIS)

XVI Siècle.",BO0624_81745
21,20,DIX DEMI-FIGURES DE SAINTS.,"20. DIX DEMI-FIGURES DE SAINTS.

Bois, Haut. 14 cent., larg. 13. cent.

## •CIVERCHIO

(ATTRIBUÉ À VINCENT)

XV Siècle.",BO0624_81745
22,21,TêTE D'UNE SAINTE peinte avec contour gravé à la pointe.,"21. TêTE D'UNE SAINTE peinte avec contour gravé à la pointe.

Ce tableau provient de l'église de Saint Eustorgio de Milan.

Fresque, Haut, 22 cent., larg. 20 cent.
## Ecole Florentine

## INCONNUS

XIV-XV Siècle.",BO0624_81745
23,22,UN ANGE,"22. UN ANGE

jouant du violon.",BO0624_81745
24,23,LA MADONE,"23. LA MADONE

sur un trône tenant l'Enfant sur ses genoux.

Bois. Haut. 31 cent., larg. 20 cent.",BO0624_81745
25,24,LA VIERGE ET L'ENFANT.,"24. LA VIERGE ET L'ENFANT.

Bois. Haut. 32 cent., larg, 21 cent.

## Ecole Italienne

## INCONNUS

XVI-XVII Siècle.",BO0624_81745
26,25,LA MADONE,"25. LA MADONE

tenant l'Enfant sur les genoux.

Bois. Haut. 36 cent., larg, 28 cent.",BO0624_81745
27,26,PORTRAIT DE JEAN DI MASEO DONATI.,"26. PORTRAIT DE JEAN DI MASEO DONATI.

Sur le revers du tableau la date 1538.

Bois. Haut, 67 cent., larg. 51 cent.

Bois, Haut. 22 cent., larg, 13 cent.",BO0624_81745
28,27,PROMETHÉE,"27. PROMETHÉE

attaché sur un rocher.

Toile, Haut. 5o cent., larg. 40 cent.

## Ecole Allemande

## INCONNUS

XVI Siècle.",BO0624_81745
29,28,LA MADELEINE.,28. LA MADELEINE.,BO0624_81745
